state,city,pollutant_id,pollutant_min,pollutant_max,pollutant_avg,AQI,AQI_Bucket,Temperature_C,Humidity_%,Wind_Speed_kmh
Haryana,Bhiwandi,SO2,63.5,357.0,145.4,141,Unhealthy for Sensitive Groups,30.7,69.2,3.8
Assam,Rajgir,OZONE,22.3,230.2,178.6,171,Unhealthy,23.5,68.7,3.9
Uttarakhand,Kolkata,PM2.5,53.0,491.2,259.7,217,Very Unhealthy,32.9,56.5,4.2
Uttar Pradesh,Thane,NO2,112.7,473.8,176.2,189,Unhealthy,29.4,87.7,25.9
Gujarat,Kolkata,NO2,68.4,417.2,248.9,267,Very Unhealthy,22.0,43.1,26.9
Assam,Naharlagun,CO,24.0,335.4,251.5,284,Very Unhealthy,36.0,32.0,29.4
Himachal Pradesh,Khora,NH3,2.0,426.3,109.0,146,Unhealthy for Sensitive Groups,22.6,60.2,28.1
Karnataka,Dharwad,PM2.5,26.4,138.3,62.6,91,Moderate,21.5,69.7,20.9
Mizoram,Ratlam,OZONE,24.7,419.1,44.9,28,Good,25.4,70.4,27.1
Punjab,Gangtok,NO2,53.9,244.6,147.7,102,Unhealthy for Sensitive Groups,22.6,32.2,29.6
Assam,Sagar,NH3,63.5,490.7,155.5,173,Unhealthy,24.1,69.5,3.8
Uttarakhand,Ambala,SO2,90.6,322.1,219.5,239,Very Unhealthy,38.0,50.5,5.4
Uttarakhand,Visakhapatnam,CO,48.9,392.4,233.4,285,Very Unhealthy,31.8,44.2,4.0
Sikkim,Patna,CO,83.3,356.3,198.2,187,Unhealthy,26.4,61.5,26.2
Tamil Nadu,Howrah,CO,45.1,488.0,57.3,72,Moderate,26.8,38.5,27.7
Uttar Pradesh,Panchkula,SO2,104.2,222.5,220.3,218,Very Unhealthy,21.4,40.3,6.2
Arunachal Pradesh,Nashik,SO2,121.5,485.8,229.7,268,Very Unhealthy,33.0,65.4,12.8
Jammu and Kashmir,Yamuna Nagar,CO,41.3,427.7,48.0,40,Good,34.2,63.4,12.3
Jharkhand,Chikkamagaluru,SO2,2.8,248.1,72.5,67,Moderate,20.3,64.4,13.0
Maharashtra,Satara,CO,36.0,398.0,192.7,172,Unhealthy,31.0,92.5,10.8
Puducherry,Panipat,CO,15.3,462.3,70.5,63,Moderate,31.2,34.0,25.4
Tamil Nadu,Gandhinagar,PM10,8.0,346.0,110.6,133,Unhealthy for Sensitive Groups,31.6,45.7,8.5
Kerala,Samastipur,OZONE,22.9,227.3,57.8,77,Moderate,23.5,87.5,29.7
Gujarat,Sirohi,SO2,135.0,429.8,214.4,256,Very Unhealthy,23.8,62.8,27.3
Jammu and Kashmir,Patna,OZONE,81.4,254.9,217.0,277,Very Unhealthy,31.4,56.0,21.9
Chhattisgarh,Silchar,NO2,52.3,299.7,247.6,250,Very Unhealthy,32.8,53.8,13.2
Haryana,Kunjemura,OZONE,108.0,413.3,165.4,183,Unhealthy,26.3,82.1,9.9
Assam,Vijayawada,NH3,33.4,125.6,88.0,68,Moderate,15.9,32.6,4.8
Puducherry,Puducherry,CO,4.1,72.2,5.9,17,Good,36.7,90.3,24.3
Haryana,Ramanagara,CO,45.1,362.0,218.7,253,Very Unhealthy,18.3,85.1,19.7
Jharkhand,Bhubaneswar,PM10,7.5,420.7,11.3,2,Good,19.7,31.8,23.2
Delhi,Bileipada,SO2,107.1,320.4,163.4,187,Unhealthy,20.7,68.6,2.9
Telangana,Saharsa,OZONE,37.6,442.6,241.5,209,Very Unhealthy,17.3,32.7,28.5
Sikkim,Rajamahendravaram,NH3,111.9,187.0,177.6,151,Unhealthy,30.2,48.3,17.7
Nagaland,Brajrajnagar,CO,40.6,359.9,96.1,96,Moderate,22.6,77.5,16.0
Karnataka,Parbhani,NH3,139.4,456.6,188.5,157,Unhealthy,25.0,79.3,24.0
Punjab,Barmer,NO2,74.5,262.9,89.0,54,Moderate,38.4,90.5,11.5
Madhya Pradesh,Jorapokhar,SO2,73.8,430.4,79.4,54,Moderate,28.5,49.5,1.8
Bihar,Sivasagar,PM2.5,3.2,296.5,74.2,72,Moderate,19.5,48.9,16.8
Nagaland,Gadag,OZONE,0.9,55.0,6.5,25,Good,20.4,39.5,25.6
Tamil Nadu,Baripada,SO2,127.6,448.5,188.9,155,Unhealthy,29.8,74.7,21.5
Tamil Nadu,Begusarai,SO2,18.7,125.8,49.6,46,Good,34.1,56.0,10.2
Mizoram,Hyderabad,CO,11.0,244.7,24.4,33,Good,37.6,69.2,20.5
Puducherry,Jabalpur,CO,42.0,309.4,45.5,29,Good,22.3,87.6,9.7
Puducherry,Durgapur,SO2,61.5,424.5,250.1,236,Very Unhealthy,23.4,30.3,23.8
Uttarakhand,Howrah,NH3,16.7,308.0,197.3,168,Unhealthy,39.5,83.2,7.7
Delhi,Panipat,PM2.5,52.9,431.6,62.5,98,Moderate,23.1,64.3,15.1
Andhra Pradesh,Virar,CO,53.6,372.0,107.4,142,Unhealthy for Sensitive Groups,28.5,66.6,1.8
Arunachal Pradesh,Vapi,OZONE,9.9,132.9,16.6,39,Good,28.5,72.2,8.2
Puducherry,Bhilai,NO2,149.0,471.8,152.7,176,Unhealthy,36.7,30.7,13.8
Punjab,Sagar,NH3,32.7,44.5,41.1,25,Good,17.8,59.6,16.9
West Bengal,Sangli,SO2,141.0,380.2,192.3,159,Unhealthy,19.5,81.3,7.7
Haryana,Fatehabad,PM10,49.0,111.2,108.1,146,Unhealthy for Sensitive Groups,33.9,47.5,16.5
Andhra Pradesh,Narnaul,OZONE,36.6,412.0,156.5,193,Unhealthy,31.2,59.4,19.4
Meghalaya,Dungarpur,NH3,73.3,319.8,144.0,137,Unhealthy for Sensitive Groups,30.1,86.2,12.5
Karnataka,Ballabgarh,PM2.5,122.0,219.7,141.6,141,Unhealthy for Sensitive Groups,34.5,65.0,27.3
Mizoram,Ratlam,SO2,87.7,494.6,107.1,146,Unhealthy for Sensitive Groups,36.6,73.0,18.6
Maharashtra,Damoh,NO2,240.4,284.8,259.9,224,Very Unhealthy,21.4,90.8,21.9
Haryana,Bhiwani,PM2.5,78.0,199.3,112.3,139,Unhealthy for Sensitive Groups,35.7,94.4,12.3
Arunachal Pradesh,Vapi,CO,6.9,156.9,13.0,29,Good,15.9,67.5,10.9
Haryana,Bhiwani,CO,1.3,144.1,74.6,64,Moderate,36.1,32.0,19.2
Meghalaya,Dausa,OZONE,4.3,228.3,92.9,65,Moderate,27.8,80.7,7.1
Karnataka,Gurugram,NO2,64.7,197.2,138.6,122,Unhealthy for Sensitive Groups,19.9,59.4,17.2
Odisha,Ahmednagar,OZONE,12.0,405.1,141.8,118,Unhealthy for Sensitive Groups,38.4,88.2,15.8
Jammu and Kashmir,Narnaul,PM10,20.8,187.2,144.5,123,Unhealthy for Sensitive Groups,37.2,81.8,21.8
Uttarakhand,Suakati,NH3,7.0,152.2,71.8,98,Moderate,27.8,45.9,29.9
Delhi,Karauli,SO2,192.3,296.3,249.1,208,Very Unhealthy,30.9,91.1,10.9
West Bengal,Dharuhera,CO,6.7,214.1,7.5,6,Good,27.0,74.3,2.1
Sikkim,Nagpur,CO,8.2,386.0,80.8,57,Moderate,18.0,81.0,10.2
Jharkhand,Chandrapur,PM2.5,2.1,341.8,177.8,177,Unhealthy,21.1,80.0,27.7
West Bengal,Siliguri,PM10,37.0,192.0,41.6,23,Good,29.2,88.9,18.1
Tripura,Alwar,SO2,86.3,425.6,92.9,51,Moderate,39.3,86.7,15.1
Odisha,Durgapur,NO2,152.3,213.4,153.5,182,Unhealthy,30.1,76.7,18.5
Punjab,Nashik,PM10,7.8,431.7,128.2,125,Unhealthy for Sensitive Groups,27.4,32.9,7.2
Meghalaya,Patiala,NO2,15.5,144.5,41.8,21,Good,21.7,47.8,17.3
Puducherry,Anantapur,PM10,111.6,211.1,196.2,186,Unhealthy,33.1,41.4,16.6
Puducherry,Kurukshetra,CO,8.0,450.4,41.8,5,Good,26.3,93.4,5.5
Maharashtra,Banswara,NH3,21.2,465.3,80.8,76,Moderate,30.3,70.6,26.6
Chhattisgarh,Tirupati,OZONE,5.2,440.3,222.8,208,Very Unhealthy,15.8,87.3,12.9
Odisha,Surat,NO2,83.8,368.6,254.1,239,Very Unhealthy,15.7,42.2,6.9
Odisha,Jaisalmer,PM10,1.2,293.3,198.9,166,Unhealthy,19.2,51.8,23.3
Himachal Pradesh,Ratlam,PM2.5,25.1,287.9,60.2,98,Moderate,29.5,79.6,13.3
Arunachal Pradesh,Talcher,PM2.5,164.0,211.2,170.1,157,Unhealthy,24.9,63.9,8.5
Telangana,Mira-Bhayandar,PM10,49.1,256.8,227.0,222,Very Unhealthy,17.5,55.8,15.6
Punjab,Dharwad,OZONE,86.1,483.0,191.6,184,Unhealthy,24.6,93.1,28.0
Karnataka,Jalore,PM2.5,79.5,488.8,134.9,107,Unhealthy for Sensitive Groups,37.1,46.2,17.3
Maharashtra,Sivasagar,CO,132.5,146.8,137.7,146,Unhealthy for Sensitive Groups,21.0,64.9,1.1
Kerala,Beed,NO2,59.9,413.3,90.0,57,Moderate,39.6,84.7,0.8
Kerala,Badlapur,SO2,16.6,438.2,224.9,252,Very Unhealthy,35.0,90.6,14.5
Gujarat,Cuddalore,CO,68.3,137.6,88.0,98,Moderate,19.1,46.9,18.7
Karnataka,Karnal,OZONE,162.4,411.5,225.8,237,Very Unhealthy,32.0,55.2,29.5
Gujarat,Gurugram,SO2,32.7,396.1,46.6,18,Good,39.9,31.1,8.7
Rajasthan,Aizawl,NH3,44.2,289.9,172.5,162,Unhealthy,22.3,52.3,19.8
Rajasthan,Badlapur,SO2,21.8,82.7,40.7,38,Good,16.3,65.1,20.5
Gujarat,Nellore,CO,24.6,305.9,246.3,294,Very Unhealthy,37.6,41.9,4.2
Madhya Pradesh,Manguraha,NH3,134.0,438.7,135.9,120,Unhealthy for Sensitive Groups,23.7,86.8,8.0
Jammu and Kashmir,Amaravati,NO2,25.2,214.0,73.0,92,Moderate,18.3,90.3,1.2
West Bengal,Barmer,NH3,110.7,388.0,232.8,224,Very Unhealthy,31.2,82.0,17.5
Maharashtra,Khora,SO2,21.1,121.0,76.4,83,Moderate,31.1,76.1,10.9
Tamil Nadu,Chamarajanagar,PM2.5,48.8,243.2,55.6,70,Moderate,28.7,89.9,10.5
Rajasthan,Sirsa,CO,54.5,282.4,239.9,205,Very Unhealthy,25.2,37.2,22.6
Madhya Pradesh,Gadag,CO,13.6,265.4,66.4,69,Moderate,23.8,76.8,27.5
Haryana,Delhi,SO2,119.7,404.5,231.8,234,Very Unhealthy,25.5,38.5,7.1
Bihar,Raipur,NO2,108.7,276.2,189.1,187,Unhealthy,25.2,71.9,22.9
Madhya Pradesh,Ballabgarh,PM2.5,18.6,442.2,176.5,163,Unhealthy,38.5,66.8,23.2
Andhra Pradesh,Moradabad,NO2,120.0,255.6,140.4,103,Unhealthy for Sensitive Groups,37.5,52.3,15.5
Kerala,Jabalpur,SO2,209.8,382.2,223.3,239,Very Unhealthy,36.6,72.8,3.5
Meghalaya,Ujjain,PM10,51.2,347.2,177.4,163,Unhealthy,29.5,38.3,24.9
Chandigarh,Barbil,SO2,10.7,180.2,13.9,5,Good,38.4,47.5,22.5
Rajasthan,Bengaluru,CO,6.8,200.4,70.9,85,Moderate,34.5,71.5,21.9
Andhra Pradesh,Asansol,PM2.5,32.1,416.4,211.3,286,Very Unhealthy,26.9,31.0,11.5
Chandigarh,Rajamahendravaram,PM2.5,5.8,472.6,26.6,0,Good,17.3,69.1,11.7
Maharashtra,Panipat,OZONE,23.9,365.9,112.2,131,Unhealthy for Sensitive Groups,29.3,44.0,27.7
Madhya Pradesh,Raipur,PM10,233.1,383.3,249.4,220,Very Unhealthy,19.5,51.4,13.0
Tamil Nadu,Suakati,PM10,18.3,428.3,108.6,138,Unhealthy for Sensitive Groups,27.4,61.7,17.3
Rajasthan,Vapi,NO2,12.8,271.3,258.3,214,Very Unhealthy,23.2,72.1,23.8
Bihar,Amravati,NO2,195.7,419.6,230.0,258,Very Unhealthy,34.7,39.1,4.2
Arunachal Pradesh,Kollam,OZONE,13.7,267.1,174.1,167,Unhealthy,32.3,59.7,10.2
Arunachal Pradesh,Nagaon,NH3,1.1,439.4,191.8,151,Unhealthy,18.8,75.7,3.2
Uttarakhand,Brajrajnagar,PM10,5.5,409.5,133.5,113,Unhealthy for Sensitive Groups,25.6,85.4,1.7
Punjab,Pratapgarh,NO2,43.7,422.8,102.7,137,Unhealthy for Sensitive Groups,27.5,45.6,5.4
Meghalaya,Bhilwara,OZONE,25.2,440.0,37.2,9,Good,39.7,69.8,4.6
Rajasthan,Kolhapur,SO2,183.9,309.5,263.3,247,Very Unhealthy,18.8,88.6,24.0
Assam,Malegaon,SO2,60.1,449.3,257.8,210,Very Unhealthy,38.7,93.3,6.7
Assam,Narnaul,NH3,82.7,278.2,159.6,169,Unhealthy,16.8,71.5,15.3
Sikkim,Bhiwani,OZONE,138.8,171.5,164.8,195,Unhealthy,17.3,64.2,27.5
Bihar,Dewas,PM10,56.1,149.2,89.2,73,Moderate,21.6,88.7,29.2
Uttarakhand,Karnal,SO2,33.7,426.9,250.4,205,Very Unhealthy,21.7,57.5,5.3
Maharashtra,Pampore,PM2.5,150.8,321.0,191.5,198,Unhealthy,29.2,68.2,18.3
Kerala,Banswara,PM2.5,38.0,191.7,83.7,73,Moderate,33.4,31.2,0.9
Assam,Manesar,PM10,193.9,297.2,259.0,201,Very Unhealthy,28.0,62.6,1.1
Odisha,Kalyan,SO2,2.3,142.7,33.8,15,Good,31.5,62.6,23.3
Arunachal Pradesh,Fatehabad,CO,44.7,410.9,178.1,183,Unhealthy,38.1,48.7,24.6
Himachal Pradesh,Munger,PM10,141.7,388.2,195.5,175,Unhealthy,26.0,56.1,16.3
Bihar,Hubballi,PM2.5,91.1,461.6,104.0,114,Unhealthy for Sensitive Groups,37.5,31.1,17.8
Tamil Nadu,Machilipatnam,OZONE,0.2,278.6,190.8,198,Unhealthy,38.1,30.6,28.7
Punjab,Nagpur,NH3,133.8,317.6,247.1,205,Very Unhealthy,16.3,61.4,28.8
Uttarakhand,Jorapokhar,CO,153.5,179.1,157.4,152,Unhealthy,15.9,87.1,1.7
Puducherry,Gummidipoondi,SO2,23.2,150.3,110.8,105,Unhealthy for Sensitive Groups,34.0,90.2,19.7
Chandigarh,Siliguri,NO2,93.5,484.8,93.9,87,Moderate,17.7,58.0,0.1
Telangana,Pune,PM10,5.6,227.3,37.7,33,Good,29.3,51.7,7.9
Andhra Pradesh,Vrindavan,OZONE,112.1,224.2,214.9,264,Very Unhealthy,16.8,38.2,2.6
Maharashtra,Vapi,PM10,115.7,206.0,143.6,113,Unhealthy for Sensitive Groups,29.5,77.4,28.6
Gujarat,Kunjemura,SO2,115.1,320.5,145.7,146,Unhealthy for Sensitive Groups,29.2,66.4,26.5
Bihar,Guntur,CO,1.5,493.8,9.7,8,Good,25.9,46.4,20.5
Arunachal Pradesh,Jhunjhunu,CO,20.9,307.7,101.5,150,Unhealthy for Sensitive Groups,16.4,72.2,18.1
Chhattisgarh,Nandesari,NH3,68.2,431.4,71.0,98,Moderate,26.9,31.1,16.7
Chandigarh,Belapur,PM2.5,19.7,481.8,56.9,76,Moderate,22.4,51.7,16.0
Nagaland,Chittoor,NH3,2.6,147.4,4.8,35,Good,15.3,73.8,25.6
West Bengal,Koppal,NH3,13.6,152.6,55.5,65,Moderate,38.6,36.6,21.8
Meghalaya,Pampore,OZONE,192.0,336.1,220.1,287,Very Unhealthy,31.6,93.8,7.7
Puducherry,Malegaon,NO2,78.1,323.5,145.8,144,Unhealthy for Sensitive Groups,20.2,85.7,11.3
Himachal Pradesh,Bileipada,NO2,133.3,248.8,175.3,179,Unhealthy,16.9,38.9,12.5
Maharashtra,Hubballi,NO2,79.8,464.8,81.1,67,Moderate,19.3,77.9,26.2
Sikkim,Ahmedabad,PM10,104.1,455.8,262.1,275,Very Unhealthy,36.7,66.4,12.3
Andhra Pradesh,Chandrapur,PM2.5,22.2,286.9,28.0,32,Good,39.7,87.4,14.5
Odisha,Lucknow,OZONE,5.9,309.6,63.0,92,Moderate,39.9,67.9,18.4
Maharashtra,Ambernath,SO2,226.0,403.4,256.9,225,Very Unhealthy,39.4,83.1,19.3
Assam,Durgapur,SO2,37.4,376.2,158.0,162,Unhealthy,29.6,58.9,4.4
Delhi,Mandikhera,SO2,32.9,205.8,101.3,132,Unhealthy for Sensitive Groups,32.7,58.0,16.7
Tamil Nadu,Hyderabad,OZONE,206.9,381.9,226.3,289,Very Unhealthy,26.9,52.5,26.7
Odisha,Ghaziabad,CO,81.5,312.9,223.6,203,Very Unhealthy,26.6,37.8,21.4
Sikkim,Kollam,OZONE,13.2,303.5,241.4,296,Very Unhealthy,24.0,47.3,6.6
Nagaland,Anantapur,OZONE,146.3,343.8,257.5,238,Very Unhealthy,33.8,80.9,28.5
Jammu and Kashmir,Kanpur,NO2,40.7,406.1,206.5,226,Very Unhealthy,18.5,83.3,13.7
Maharashtra,Ahmedabad,OZONE,19.6,492.9,31.9,41,Good,31.0,49.2,17.4
Haryana,Durgapur,SO2,17.4,118.3,73.3,70,Moderate,32.5,79.0,19.9
Uttarakhand,Guntur,PM10,12.3,471.0,22.3,8,Good,39.2,77.2,2.9
Odisha,Dombivli,NH3,102.9,440.5,156.6,194,Unhealthy,29.3,39.1,11.5
Andhra Pradesh,Tensa,PM2.5,0.7,350.1,65.5,94,Moderate,39.7,81.0,2.1
Telangana,Baghpat,OZONE,98.6,310.4,211.1,285,Very Unhealthy,39.8,71.9,0.7
Andhra Pradesh,Delhi,PM10,2.5,269.6,2.5,17,Good,26.9,61.1,24.2
Karnataka,Kalaburagi,SO2,15.3,256.9,95.0,67,Moderate,30.5,58.5,21.3
Puducherry,Kunjemura,SO2,16.5,127.0,22.9,27,Good,22.0,89.6,20.8
Karnataka,Byrnihat,NO2,65.2,380.4,137.0,105,Unhealthy for Sensitive Groups,34.6,64.6,23.2
Madhya Pradesh,Gwalior,NH3,38.0,490.9,225.4,266,Very Unhealthy,29.7,46.9,1.7
Tamil Nadu,Hajipur,PM2.5,7.2,71.1,8.9,5,Good,39.3,77.0,6.2
Haryana,Kannur,NO2,131.5,470.7,133.9,107,Unhealthy for Sensitive Groups,36.0,34.8,15.5
Meghalaya,Noida,PM2.5,5.8,433.7,29.0,41,Good,29.1,68.9,4.8
Jammu and Kashmir,Sawai Madhopur,SO2,83.6,271.9,186.2,198,Unhealthy,36.7,63.3,8.9
West Bengal,Bhiwandi,CO,70.8,357.7,152.4,166,Unhealthy,15.8,42.9,16.7
Rajasthan,Faridabad,SO2,124.6,362.6,174.3,180,Unhealthy,15.1,53.1,22.0
Tripura,Bagalkot,SO2,85.2,324.8,115.0,138,Unhealthy for Sensitive Groups,16.6,69.9,12.1
Chhattisgarh,Sikar,CO,7.5,272.1,217.4,281,Very Unhealthy,24.0,50.6,22.9
Tripura,Alwar,PM2.5,85.2,312.5,165.4,194,Unhealthy,26.8,58.1,15.2
Karnataka,Nellore,OZONE,23.7,327.0,197.4,178,Unhealthy,35.2,57.4,2.6
Sikkim,Karauli,NH3,41.7,358.2,245.8,274,Very Unhealthy,22.9,58.8,22.6
Karnataka,Mumbai,SO2,12.9,100.2,35.2,41,Good,26.8,61.5,10.6
Odisha,Banswara,SO2,54.3,318.1,117.6,106,Unhealthy for Sensitive Groups,37.0,90.9,20.7
Jammu and Kashmir,Machilipatnam,NH3,158.7,264.2,218.2,248,Very Unhealthy,35.8,84.5,1.9
Bihar,Amaravati,SO2,156.8,384.0,256.3,226,Very Unhealthy,34.6,39.7,17.3
Sikkim,Talcher,OZONE,14.8,264.1,64.9,54,Moderate,29.8,84.4,9.8
West Bengal,Bareilly,SO2,17.3,473.2,96.7,65,Moderate,30.4,57.4,2.7
Bihar,Kadapa,PM2.5,9.6,389.0,30.2,8,Good,38.2,35.7,21.5
Bihar,Dungarpur,NO2,12.3,162.4,125.5,114,Unhealthy for Sensitive Groups,31.4,93.7,2.1
Himachal Pradesh,Karwar,NO2,87.2,331.3,229.5,286,Very Unhealthy,24.2,46.3,2.2
Delhi,Barbil,NH3,114.6,392.7,237.0,277,Very Unhealthy,29.9,82.3,1.9
Sikkim,Cuddalore,NH3,120.8,419.1,235.6,272,Very Unhealthy,22.4,68.0,26.6
Karnataka,Tonk,NO2,84.7,446.6,258.0,207,Very Unhealthy,38.2,84.2,12.4
Meghalaya,Bhubaneswar,PM10,22.9,450.3,33.0,49,Good,29.3,94.8,9.6
Mizoram,Nellore,NO2,37.3,323.8,44.2,19,Good,33.8,79.6,6.9
Uttarakhand,Jaisalmer,NO2,100.2,443.8,251.3,285,Very Unhealthy,38.6,61.5,17.3
Telangana,Thrissur,NO2,1.0,273.2,110.2,134,Unhealthy for Sensitive Groups,27.9,35.0,4.4
Jharkhand,Muzaffarnagar,NO2,39.0,460.2,43.3,34,Good,25.5,82.6,5.6
Puducherry,Pimpri-Chinchwad,SO2,35.7,127.8,40.6,44,Good,37.3,48.3,23.2
Odisha,Nagpur,OZONE,136.6,270.4,147.3,102,Unhealthy for Sensitive Groups,21.2,42.0,22.8
Jharkhand,Barmer,NH3,94.9,178.7,96.3,100,Moderate,18.1,69.4,0.2
Puducherry,Bihar Sharif,SO2,53.7,363.9,254.1,214,Very Unhealthy,33.5,38.6,20.1
Karnataka,Chhapra,PM2.5,83.6,387.8,101.9,108,Unhealthy for Sensitive Groups,25.0,42.8,23.4
Sikkim,Aizawl,CO,123.9,359.5,138.2,108,Unhealthy for Sensitive Groups,20.3,31.3,18.0
Chhattisgarh,Gangtok,NO2,119.1,288.8,235.2,236,Very Unhealthy,19.1,67.7,25.0
Bihar,Kota,CO,24.3,304.5,132.9,138,Unhealthy for Sensitive Groups,21.8,74.7,14.9
Punjab,Khurja,OZONE,119.1,338.4,256.4,226,Very Unhealthy,30.9,94.9,8.0
Puducherry,Anantapur,SO2,21.1,118.8,43.7,15,Good,36.6,69.0,21.7
West Bengal,Barmer,OZONE,211.2,454.3,227.8,266,Very Unhealthy,30.0,85.7,20.3
Jharkhand,Jhalawar,OZONE,5.6,260.5,41.0,27,Good,28.7,31.8,10.9
Uttarakhand,Guntur,OZONE,3.4,420.9,21.9,37,Good,22.9,79.8,6.5
Haryana,Jhunjhunu,SO2,60.4,284.4,123.4,118,Unhealthy for Sensitive Groups,36.2,79.6,14.9
Tripura,Kanpur,PM2.5,33.5,387.7,256.1,254,Very Unhealthy,21.6,80.3,28.6
Tripura,Milupara,NH3,40.8,172.2,140.2,119,Unhealthy for Sensitive Groups,15.1,50.6,16.0
Kerala,Nagaur,OZONE,28.3,272.3,221.8,287,Very Unhealthy,34.6,65.1,24.4
Meghalaya,Ramanagara,OZONE,73.0,313.8,84.4,56,Moderate,31.5,80.5,5.8
Puducherry,Kunjemura,SO2,2.4,372.0,161.0,159,Unhealthy,38.5,80.7,26.2
Himachal Pradesh,Aizawl,CO,60.5,477.4,125.8,108,Unhealthy for Sensitive Groups,27.6,82.1,16.1
Jammu and Kashmir,Noida,PM10,6.6,292.1,9.7,7,Good,27.1,78.0,17.2
Tripura,Vijayawada,PM10,6.5,133.4,17.3,35,Good,22.4,34.6,19.2
Madhya Pradesh,Narnaul,PM10,133.9,301.5,208.9,250,Very Unhealthy,20.6,30.4,12.6
Tamil Nadu,Belapur,NO2,189.5,327.3,254.8,231,Very Unhealthy,21.9,95.0,4.6
Chhattisgarh,Patiala,PM2.5,7.2,254.5,9.9,24,Good,19.0,64.8,14.9
Delhi,Faridabad,PM10,0.8,356.3,11.5,21,Good,18.0,51.6,13.8
Arunachal Pradesh,Nashik,OZONE,66.6,115.9,78.9,91,Moderate,36.2,45.6,6.7
Kerala,Chikkaballapur,PM10,13.3,423.7,212.2,291,Very Unhealthy,26.6,76.8,11.7
Nagaland,Churu,NH3,30.1,117.1,33.7,9,Good,16.1,85.6,18.4
Uttarakhand,Beed,PM10,30.5,357.9,74.1,79,Moderate,18.3,93.0,21.3
Jharkhand,Purnia,SO2,74.0,296.8,89.4,72,Moderate,23.9,89.0,10.1
Rajasthan,Churu,PM2.5,56.3,364.8,140.2,118,Unhealthy for Sensitive Groups,22.1,93.3,1.6
Jharkhand,Katihar,NO2,204.5,279.9,240.8,298,Very Unhealthy,17.2,86.5,26.2
Bihar,Barmer,CO,22.6,459.4,82.6,53,Moderate,39.5,77.4,6.9
Jharkhand,Rajsamand,NO2,1.4,339.3,31.2,23,Good,31.4,40.4,29.6
Madhya Pradesh,Surat,OZONE,33.2,410.3,138.1,121,Unhealthy for Sensitive Groups,24.9,81.1,5.2
Meghalaya,Dharwad,CO,21.2,294.2,97.0,65,Moderate,36.5,31.1,8.6
Maharashtra,Jhunjhunu,NO2,172.6,365.9,207.7,279,Very Unhealthy,39.1,31.3,17.9
Jharkhand,Hyderabad,SO2,41.5,179.5,71.3,56,Moderate,16.1,71.5,15.5
Tripura,Agartala,OZONE,28.3,181.8,107.0,103,Unhealthy for Sensitive Groups,18.3,85.3,3.6
Himachal Pradesh,Ankleshwar,OZONE,34.7,329.3,44.7,26,Good,29.4,77.1,16.7
Rajasthan,Chhal,PM2.5,29.8,449.0,135.5,112,Unhealthy for Sensitive Groups,36.0,32.2,5.5
Telangana,Kolkata,NH3,8.3,406.6,18.2,25,Good,38.1,84.9,16.8
Telangana,Rourkela,CO,28.7,53.8,39.0,33,Good,34.0,30.3,6.7
West Bengal,Mangalore,NO2,25.5,231.9,78.2,73,Moderate,34.6,31.5,0.7
Sikkim,Brajrajnagar,PM2.5,163.8,478.9,259.1,234,Very Unhealthy,26.9,62.3,1.8
Arunachal Pradesh,Greater Noida,NO2,131.6,482.3,137.7,111,Unhealthy for Sensitive Groups,32.7,65.1,18.8
Karnataka,Sirohi,PM2.5,131.1,409.9,137.8,113,Unhealthy for Sensitive Groups,28.6,76.4,13.5
Uttar Pradesh,Jabalpur,NH3,40.2,431.7,197.8,168,Unhealthy,16.9,66.1,14.5
Kerala,Aizawl,NO2,158.2,308.4,252.0,275,Very Unhealthy,16.1,77.1,10.2
Jammu and Kashmir,Ajmer,PM2.5,200.2,389.9,241.0,225,Very Unhealthy,35.0,61.6,9.5
West Bengal,Eluru,SO2,16.9,180.5,36.4,29,Good,37.0,90.3,12.3
Punjab,Patna,NO2,41.2,320.8,97.2,62,Moderate,23.3,82.1,15.9
Gujarat,Indore,NH3,43.3,393.0,45.4,19,Good,34.5,50.3,27.0
Haryana,Amritsar,CO,29.0,255.9,155.8,151,Unhealthy,30.4,82.0,3.8
Haryana,Churu,OZONE,49.4,328.9,242.7,265,Very Unhealthy,36.6,39.4,23.3
Chhattisgarh,Varanasi,PM10,231.9,440.2,241.6,258,Very Unhealthy,37.0,62.3,18.2
Karnataka,Bharatpur,NO2,10.1,338.1,25.7,39,Good,36.9,30.7,11.2
Chandigarh,Kalaburagi,NH3,23.4,42.0,33.0,37,Good,16.5,51.1,13.3
Puducherry,Nagaur,SO2,248.6,301.5,262.9,246,Very Unhealthy,30.4,70.5,25.4
Tripura,Pune,NO2,26.7,398.8,28.9,6,Good,29.1,62.5,22.5
Himachal Pradesh,Thrissur,PM10,66.9,147.3,75.1,97,Moderate,37.5,62.2,18.1
Karnataka,Karwar,CO,55.9,313.6,84.6,88,Moderate,28.7,51.2,17.9
Telangana,Pithampur,PM10,68.6,271.4,190.3,200,Unhealthy,35.7,35.0,1.2
Maharashtra,Bhavnagar,OZONE,30.6,332.1,177.3,195,Unhealthy,32.4,68.5,7.0
Odisha,Panchgaon,NO2,42.9,250.5,169.2,158,Unhealthy,33.8,60.4,27.2
Delhi,Barbil,NH3,23.8,173.6,76.0,82,Moderate,37.0,35.7,6.7
